species,day,time,mq135Value
Tilapia,5,09:18:08.009062,133
Tilapia,5,09:18:09.216200,133
Tilapia,5,09:18:10.429335,133
Tilapia,5,09:18:11.624451,135
Tilapia,5,09:18:12.845596,134
Tilapia,5,09:18:14.050732,133
Tilapia,5,09:18:15.243842,133
Tilapia,5,09:18:16.458983,133
Tilapia,5,09:18:17.654105,130
Tilapia,5,09:18:18.859234,133
Tilapia,5,09:18:20.076376,132
Tilapia,5,09:18:21.277500,133
Tilapia,5,09:18:22.486635,135
Tilapia,5,09:18:23.690763,133
Tilapia,5,09:18:24.892919,132
Tilapia,5,09:18:53.822897,135
Tilapia,5,09:18:54.930695,138
Tilapia,5,09:18:56.108459,139
Tilapia,5,09:18:57.321844,137
Tilapia,5,09:18:58.520749,141
Tilapia,5,09:18:59.719996,134
Tilapia,5,09:19:00.935982,141
Tilapia,5,09:19:02.143234,140
Tilapia,5,09:19:03.337439,140
Tilapia,5,09:19:04.553172,140
Tilapia,5,09:19:05.752999,140
Tilapia,5,09:19:06.952924,134
Tilapia,5,09:19:08.169832,136
Tilapia,5,09:19:09.373616,141
Tilapia,5,09:19:10.569744,142
Tilapia,5,09:19:11.776120,143
Tilapia,5,09:19:12.983297,141
Tilapia,5,09:19:14.198964,142
Tilapia,5,09:19:15.393019,143
Tilapia,5,09:19:16.609336,151
Tilapia,5,09:19:17.805738,149
Tilapia,5,09:19:46.073848,146
Tilapia,5,09:19:47.181026,147
Tilapia,5,09:19:48.353295,141
Tilapia,5,09:19:49.553714,147
Tilapia,5,09:19:50.770966,144
Tilapia,5,09:19:51.972979,144
Tilapia,5,09:19:53.181307,143
Tilapia,5,09:19:54.379476,144
Tilapia,5,09:19:55.582754,141
Tilapia,5,09:19:56.799693,144
Tilapia,5,09:19:57.999996,146
Tilapia,5,09:19:59.197952,146
Tilapia,5,09:20:00.406844,147
Tilapia,5,09:20:01.614644,145
Tilapia,5,09:20:02.823778,140
Tilapia,5,09:20:04.020898,139
Tilapia,5,09:20:05.240042,143
Tilapia,5,09:20:06.443173,143
Tilapia,5,09:20:07.636288,146
Tilapia,5,09:20:08.842425,140
Tilapia,5,09:20:10.047553,143
Tilapia,5,09:21:02.250396,150
Tilapia,5,09:21:03.355496,150
Tilapia,5,09:21:04.522483,151
Tilapia,5,09:21:05.735487,150
Tilapia,5,09:21:06.936839,145
Tilapia,5,09:21:08.144735,146
Tilapia,5,09:21:09.349424,151
Tilapia,5,09:21:10.548366,152
Tilapia,5,09:21:11.750864,152
Tilapia,5,09:21:12.967096,151
Tilapia,5,09:21:14.163788,150
Tilapia,5,09:21:15.367902,151
Tilapia,5,09:21:16.585801,148
Tilapia,5,09:21:17.788295,152
Tilapia,5,09:21:18.984330,148
Tilapia,5,09:21:20.191833,151
Tilapia,5,09:21:21.394803,150
Tilapia,5,09:21:22.609681,148
Tilapia,5,09:21:23.809375,151
Tilapia,5,09:21:25.020334,149
Tilapia,5,09:21:26.217284,150
Tilapia,5,09:21:55.841537,133
Tilapia,5,09:21:56.957385,128
Tilapia,5,09:21:58.121880,130
Tilapia,5,09:21:59.334782,130
Tilapia,5,09:22:00.543684,128
Tilapia,5,09:22:01.747796,130
Tilapia,5,09:22:02.956096,130
Tilapia,5,09:22:04.156326,128
Tilapia,5,09:22:05.360455,131
Tilapia,5,09:22:06.558579,131
Tilapia,5,09:22:07.777722,133
Tilapia,5,09:22:08.979847,133
Tilapia,5,09:22:10.188977,134
Tilapia,5,09:22:11.388102,126
Tilapia,5,09:22:12.597240,130
Tilapia,5,09:22:13.802362,126
Tilapia,5,09:22:15.009501,129
Tilapia,5,09:22:16.216632,130
Tilapia,5,09:22:17.411256,127
Tilapia,5,09:22:18.624394,124
Tilapia,5,09:22:19.831534,128
Tilapia,5,09:22:47.370812,136
Tilapia,5,09:22:48.488477,134
Tilapia,5,09:22:49.654062,132
Tilapia,5,09:22:50.860174,138
Tilapia,5,09:22:52.064259,131
Tilapia,5,09:22:53.266592,137
Tilapia,5,09:22:54.479191,138
Tilapia,5,09:22:55.680032,134
Tilapia,5,09:22:56.878734,137
Tilapia,5,09:22:58.097047,137
Tilapia,5,09:22:59.294914,133
Tilapia,5,09:23:00.495414,132
Tilapia,5,09:23:01.708801,137
Tilapia,5,09:23:02.916117,132
Tilapia,5,09:23:04.115015,134
Tilapia,5,09:23:05.323482,129
Tilapia,5,09:23:06.535606,137
Tilapia,5,09:23:07.729240,135
Tilapia,5,09:23:08.941344,134
Tilapia,5,09:23:10.153480,136
Tilapia,5,09:23:11.352707,138
Tilapia,5,09:23:39.792576,155
Tilapia,5,09:23:40.901809,151
Tilapia,5,09:23:42.085166,155
Tilapia,5,09:23:43.292549,154
Tilapia,5,09:23:44.488884,151
Tilapia,5,09:23:45.703609,154
Tilapia,5,09:23:46.897584,154
Tilapia,5,09:23:48.105406,153
Tilapia,5,09:23:49.317222,153
Tilapia,5,09:23:50.526182,156
Tilapia,5,09:23:51.727163,154
Tilapia,5,09:23:52.929335,155
Tilapia,5,09:23:54.145476,154
Tilapia,5,09:23:55.343196,154
Tilapia,5,09:23:56.542426,156
Tilapia,5,09:23:57.759798,155
Tilapia,5,09:23:58.958750,154
Tilapia,5,09:24:00.159667,150
Tilapia,5,09:24:01.365858,156
Tilapia,5,09:24:02.575256,156
Tilapia,5,09:24:03.784614,154
Tilapia,5,09:24:38.536870,146
Tilapia,5,09:24:39.639249,140
Tilapia,5,09:24:40.810329,145
Tilapia,5,09:24:42.012542,145
Tilapia,5,09:24:43.229648,146
Tilapia,5,09:24:44.431164,139
Tilapia,5,09:24:45.633570,143
Tilapia,5,09:24:46.835563,147
Tilapia,5,09:24:48.052901,144
Tilapia,5,09:24:49.254930,146
Tilapia,5,09:24:50.456431,145
Tilapia,5,09:24:51.658231,144
Tilapia,5,09:24:52.875167,147
Tilapia,5,09:24:54.077110,145
Tilapia,5,09:24:55.277721,146
Tilapia,5,09:24:56.478888,142
Tilapia,5,09:24:57.696288,143
Tilapia,5,09:24:58.897501,144
Tilapia,5,09:25:00.099633,146
Tilapia,5,09:25:01.315412,144
Tilapia,5,09:25:02.521745,145
Tuna,5,08:58:11.390181,134
Tuna,5,08:58:12.496673,136
Tuna,5,08:58:13.679845,130
Tuna,5,08:58:14.885244,132
Tuna,5,08:58:16.086967,137
Tuna,5,08:58:17.304109,134
Tuna,5,08:58:18.495266,135
Tuna,5,08:58:19.713346,132
Tuna,5,08:58:20.916609,136
Tuna,5,08:58:22.115843,134
Tuna,5,08:58:23.324978,135
Tuna,5,08:58:24.524096,135
Tuna,5,08:58:25.729231,132
Tuna,5,08:58:26.938363,135
Tuna,5,08:58:28.144698,130
Tuna,5,08:58:29.351829,128
Tuna,5,08:58:30.564964,133
Tuna,5,08:58:31.767091,132
Tuna,5,08:58:32.972235,130
Tuna,5,08:58:34.176355,132
Tuna,5,08:58:35.375477,131
Tuna,5,08:59:10.440595,138
Tuna,5,08:59:11.553412,136
Tuna,5,08:59:12.719941,141
Tuna,5,08:59:13.925220,137
Tuna,5,08:59:15.142810,137
Tuna,5,08:59:16.349474,140
Tuna,5,08:59:17.542816,135
Tuna,5,08:59:18.758981,139
Tuna,5,08:59:19.963440,138
Tuna,5,08:59:21.169854,134
Tuna,5,08:59:22.364832,139
Tuna,5,08:59:23.578178,138
Tuna,5,08:59:24.788536,138
Tuna,5,08:59:25.985583,135
Tuna,5,08:59:27.192920,139
Tuna,5,08:59:28.393627,139
Tuna,5,08:59:29.604275,135
Tuna,5,08:59:30.814277,136
Tuna,5,08:59:32.012918,136
Tuna,5,08:59:33.228279,138
Tuna,5,08:59:34.424753,139
Tuna,5,09:00:09.611103,144
Tuna,5,09:00:10.718090,144
Tuna,5,09:00:11.917330,144
Tuna,5,09:00:13.120399,142
Tuna,5,09:00:14.332572,143
Tuna,5,09:00:15.534662,144
Tuna,5,09:00:16.736789,141
Tuna,5,09:00:17.941925,144
Tuna,5,09:00:19.154060,142
Tuna,5,09:00:20.357198,142
Tuna,5,09:00:21.560313,144
Tuna,5,09:00:22.764442,144
Tuna,5,09:00:23.968572,147
Tuna,5,09:00:25.181708,145
Tuna,5,09:00:26.390843,144
Tuna,5,09:00:27.591966,145
Tuna,5,09:00:28.788095,139
Tuna,5,09:00:29.998238,142
Tuna,5,09:00:31.199351,148
Tuna,5,09:00:32.417493,146
Tuna,5,09:00:33.618632,146
Tuna,5,09:01:04.682881,144
Tuna,5,09:01:05.786040,144
Tuna,5,09:01:06.952361,146
Tuna,5,09:01:08.153490,143
Tuna,5,09:01:09.371627,142
Tuna,5,09:01:10.565751,143
Tuna,5,09:01:11.775017,138
Tuna,5,09:01:12.974136,145
Tuna,5,09:01:14.184274,143
Tuna,5,09:01:15.388625,138
Tuna,5,09:01:16.601154,140
Tuna,5,09:01:17.804145,141
Tuna,5,09:01:19.014839,146
Tuna,5,09:01:20.218682,144
Tuna,5,09:01:21.428444,143
Tuna,5,09:01:22.620683,148
Tuna,5,09:01:23.834736,148
Tuna,5,09:01:25.032265,147
Tuna,5,09:01:26.249450,141
Tuna,5,09:01:27.447822,145
Tuna,5,09:01:28.662028,138
Tuna,5,09:01:56.347063,137
Tuna,5,09:01:57.460004,135
Tuna,5,09:01:58.620775,143
Tuna,5,09:01:59.831854,140
Tuna,5,09:02:01.044144,153
Tuna,5,09:02:02.244662,160
Tuna,5,09:02:03.453379,146
Tuna,5,09:02:04.647569,145
Tuna,5,09:02:05.858718,148
Tuna,5,09:02:07.067955,146
Tuna,5,09:02:08.274644,142
Tuna,5,09:02:09.479944,147
Tuna,5,09:02:10.686069,144
Tuna,5,09:02:11.887192,152
Tuna,5,09:02:13.091322,147
Tuna,5,09:02:14.296457,146
Tuna,5,09:02:15.502623,147
Tuna,5,09:02:16.704712,147
Tuna,5,09:02:17.917853,146
Tuna,5,09:02:19.120977,150
Tuna,5,09:02:20.324098,145
Tuna,5,09:03:39.191822,136
Tuna,5,09:03:40.297230,132
Tuna,5,09:03:41.484579,131
Tuna,5,09:03:42.685715,133
Tuna,5,09:03:43.901177,136
Tuna,5,09:03:45.096531,136
Tuna,5,09:03:46.308889,132
Tuna,5,09:03:47.520835,138
Tuna,5,09:03:48.717098,141
Tuna,5,09:03:49.931143,133
Tuna,5,09:03:51.130604,136
Tuna,5,09:03:52.342547,138
Tuna,5,09:03:53.543348,136
Tuna,5,09:03:54.744753,138
Tuna,5,09:03:55.958965,131
Tuna,5,09:03:57.155726,136
Tuna,5,09:03:58.368708,135
Tuna,5,09:03:59.571220,137
Tuna,5,09:04:00.780978,138
Tuna,5,09:04:01.984270,135
Tuna,5,09:04:03.193407,137
Tuna,5,09:04:32.906614,129
Tuna,5,09:04:34.016648,137
Tuna,5,09:04:35.183744,134
Tuna,5,09:04:36.396885,136
Tuna,5,09:04:37.601256,131
Tuna,5,09:04:38.802280,135
Tuna,5,09:04:40.009488,132
Tuna,5,09:04:41.210085,135
Tuna,5,09:04:42.425430,140
Tuna,5,09:04:43.621305,138
Tuna,5,09:04:44.831473,132
Tuna,5,09:04:46.043569,137
Tuna,5,09:04:47.247533,132
Tuna,5,09:04:48.445261,139
Tuna,5,09:04:49.661220,131
Tuna,5,09:04:50.864164,136
Tuna,5,09:04:52.066921,135
Tuna,5,09:04:53.268983,134
Tuna,5,09:04:54.479521,133
Tuna,5,09:04:55.676400,136
Tuna,5,09:04:56.893680,132
Tuna,5,09:05:37.717721,150
Tuna,5,09:05:38.833294,146
Tuna,5,09:05:40.008066,146
Tuna,5,09:05:41.217205,147
Tuna,5,09:05:42.427001,147
Tuna,5,09:05:43.623440,144
Tuna,5,09:05:44.829870,153
Tuna,5,09:05:46.049591,148
Tuna,5,09:05:47.247324,151
Tuna,5,09:05:48.454389,149
Tuna,5,09:05:49.653527,149
Tuna,5,09:05:50.862397,144
Tuna,5,09:05:52.073606,150
Tuna,5,09:05:53.276290,150
Tuna,5,09:05:54.476188,148
Tuna,5,09:05:55.688444,150
Tuna,5,09:05:56.886452,146
Tuna,5,09:05:58.100651,150
Tuna,5,09:05:59.307500,152
Tuna,5,09:06:00.507743,149
Tuna,5,09:06:01.713006,152
Tuna,5,09:06:29.869664,128
Tuna,5,09:06:30.973698,126
Tuna,5,09:06:32.174829,125
Tuna,5,09:06:33.378959,126
Tuna,5,09:06:34.583083,126
Tuna,5,09:06:35.791222,125
Tuna,5,09:06:36.988335,125
Tuna,5,09:06:38.193517,122
Tuna,5,09:06:39.407355,124
Tuna,5,09:06:40.607928,122
Tuna,5,09:06:41.813949,126
Tuna,5,09:06:43.015563,125
Tuna,5,09:06:44.228146,124
Tuna,5,09:06:45.424756,127
Tuna,5,09:06:46.634145,122
Tuna,5,09:06:47.843212,120
Tuna,5,09:06:49.052305,120
Tuna,5,09:06:50.247986,122
Tuna,5,09:06:51.455200,126
Tuna,5,09:06:52.668343,125
Tuna,5,09:06:53.866418,120
Tuna,5,09:07:46.259100,139
Tuna,5,09:07:47.363982,139
Tuna,5,09:07:48.557230,135
Tuna,5,09:07:49.753334,138
Tuna,5,09:07:50.963360,133
Tuna,5,09:07:52.161340,138
Tuna,5,09:07:53.376177,141
Tuna,5,09:07:54.584679,140
Tuna,5,09:07:55.779658,138
Tuna,5,09:07:56.987312,140
Tuna,5,09:07:58.200661,137
Tuna,5,09:07:59.395200,139
Tuna,5,09:08:00.599249,136
Tuna,5,09:08:01.816023,139
Tuna,5,09:08:03.015471,139
Tuna,5,09:08:04.225610,134
Tuna,5,09:08:05.435049,138
Tuna,5,09:08:06.627319,137
Tuna,5,09:08:07.835452,135
Tuna,5,09:08:09.048589,139
Tuna,5,09:08:10.251718,135
Tuna,5,10:04:18.540961,138
Tuna,5,10:04:19.645392,136
Tuna,5,10:04:20.760927,133
Tuna,5,10:04:21.923869,137
Tuna,5,10:04:23.139589,130
Tuna,5,10:04:24.330998,132
Tuna,5,10:04:25.537084,138
Tuna,5,10:04:26.749787,132
Tuna,5,10:04:27.955443,138
Tuna,5,10:04:29.162142,139
Tuna,5,10:04:30.360987,136
Tuna,5,10:04:31.569668,133
Tuna,5,10:04:32.775279,136
Tuna,5,10:04:33.980223,137
Tuna,5,10:04:35.195456,137
Tuna,5,10:04:36.398862,139
Tuna,5,10:04:37.608202,135
Tuna,5,10:04:38.813832,138
Tuna,5,10:04:40.016437,134
Tuna,5,10:04:41.210588,132
Tuna,5,10:04:42.423403,132
Tuna,5,10:06:48.165900,131
Tuna,5,10:06:49.277261,130
Tuna,5,10:06:50.430555,132
Tuna,5,10:06:51.640276,134
Tuna,5,10:06:52.843850,131
Tuna,5,10:06:54.061877,127
Tuna,5,10:06:55.260564,134
Tuna,5,10:06:56.466984,131
Tuna,5,10:06:57.671430,128
Tuna,5,10:06:58.884342,128
Tuna,5,10:07:00.077585,129
Tuna,5,10:07:01.295557,131
Tuna,5,10:07:02.489090,129
Tuna,5,10:07:03.700380,131
Tuna,5,10:07:04.899017,126
Tuna,5,10:07:06.116161,133
Tuna,5,10:07:07.313277,132
Tuna,5,10:07:08.525418,130
Tuna,5,10:07:09.728544,133
Tuna,5,10:07:10.937676,132
Tuna,5,10:07:12.134799,130
Tuna,5,10:08:02.212629,132
Tuna,5,10:08:03.315475,133
Tuna,5,10:08:04.509688,134
Tuna,5,10:08:05.721943,135
Tuna,5,10:08:06.930698,134
Tuna,5,10:08:08.140905,133
Tuna,5,10:08:09.334880,131
Tuna,5,10:08:10.541701,135
Tuna,5,10:08:11.747934,136
Tuna,5,10:08:12.962679,138
Tuna,5,10:08:14.165043,138
Tuna,5,10:08:15.368319,139
Tuna,5,10:08:16.574996,137
Tuna,5,10:08:17.785981,137
Tuna,5,10:08:18.988483,137
Tuna,5,10:08:20.194666,137
Tuna,5,10:08:21.389592,137
Tuna,5,10:08:22.601116,134
Tuna,5,10:08:23.806051,134
Tuna,5,10:08:25.019841,138
Tuna,5,10:08:26.220260,137
Tuna,5,10:11:29.529664,129
Tuna,5,10:11:30.645141,121
Tuna,5,10:11:31.824313,123
Tuna,5,10:11:33.030912,126
Tuna,5,10:11:34.238649,122
Tuna,5,10:11:35.446214,123
Tuna,5,10:11:36.654883,122
Tuna,5,10:11:37.855438,121
Tuna,5,10:11:39.067701,120
Tuna,5,10:11:40.268824,119
Tuna,5,10:11:41.477960,126
Tuna,5,10:11:42.675563,124
Tuna,5,10:11:43.890790,122
Tuna,5,10:11:45.091305,126
Tuna,5,10:11:46.303106,124
Tuna,5,10:11:47.508498,122
Tuna,5,10:11:48.707954,124
Tuna,5,10:11:49.909614,124
Tuna,5,10:11:51.111561,123
Tuna,5,10:11:52.321432,121
Tuna,5,10:11:53.536137,124
Tuna,5,10:13:05.876406,129
Tuna,5,10:13:06.980753,125
Tuna,5,10:13:08.161860,126
Tuna,5,10:13:09.368998,129
Tuna,5,10:13:10.574943,132
Tuna,5,10:13:11.782073,130
Tuna,5,10:13:12.987197,129
Tuna,5,10:13:14.201843,132
Tuna,5,10:13:15.396962,132
Tuna,5,10:13:16.608042,130
Tuna,5,10:13:17.817177,130
Tuna,5,10:13:19.022307,133
Tuna,5,10:13:20.229947,129
Tuna,5,10:13:21.428065,134
Tuna,5,10:13:22.639205,130
Tuna,5,10:13:23.836321,128
Tuna,5,10:13:25.049459,130
Tuna,5,10:13:26.260600,130
Tuna,5,10:13:27.455715,132
Tuna,5,10:13:28.668855,128
Tuna,5,10:13:29.867980,132
Tuna,5,10:19:07.483210,136
Tuna,5,10:19:08.598403,129
Tuna,5,10:19:09.763796,136
Tuna,5,10:19:10.969567,132
Tuna,5,10:19:12.181899,134
Tuna,5,10:19:13.389410,132
Tuna,5,10:19:14.595136,133
Tuna,5,10:19:15.788616,134
Tuna,5,10:19:17.001860,129
Tuna,5,10:19:18.208996,132
Tuna,5,10:19:19.404114,126
Tuna,5,10:19:20.613256,130
Tuna,5,10:19:21.819387,131
Tuna,5,10:19:23.025533,128
Tuna,5,10:19:24.230645,133
Tuna,5,10:19:25.435772,129
Tuna,5,10:19:26.642911,134
Tuna,5,10:19:27.846033,131
Tuna,5,10:19:29.053169,133
Tuna,5,10:19:30.256293,132
Tuna,5,10:19:31.465430,133
Tuna,5,10:20:59.847382,135
Tuna,5,10:21:00.958659,135
Tuna,5,10:21:02.132489,138
Tuna,5,10:21:03.351243,135
Tuna,5,10:21:04.546285,134
Tuna,5,10:21:05.763573,133
Tuna,5,10:21:06.969006,136
Tuna,5,10:21:08.172312,138
Tuna,5,10:21:09.375614,135
Tuna,5,10:21:10.583879,137
Tuna,5,10:21:11.790428,135
Tuna,5,10:21:12.981588,138
Tuna,5,10:21:14.201300,134
Tuna,5,10:21:15.400593,132
Tuna,5,10:21:16.601395,136
Tuna,5,10:21:17.811845,134
Tuna,5,10:21:19.024986,130
Tuna,5,10:21:20.228195,131
Tuna,5,10:21:21.421313,135
Tuna,5,10:21:22.628450,135
Tuna,5,10:21:23.833574,135
Tuna,5,10:21:50.931957,134
Tuna,5,10:21:52.035571,132
Tuna,5,10:21:53.220507,132
Tuna,5,10:21:54.435950,133
Tuna,5,10:21:55.635994,130
Tuna,5,10:21:56.845998,136
Tuna,5,10:21:58.048559,133
Tuna,5,10:21:59.251626,131
Tuna,5,10:22:00.460166,131
Tuna,5,10:22:01.665295,130
Tuna,5,10:22:02.867341,131
Tuna,5,10:22:04.068738,126
Tuna,5,10:22:05.283502,134
Tuna,5,10:22:06.489769,128
Tuna,5,10:22:07.691495,128
Tuna,5,10:22:08.889386,133
Tuna,5,10:22:10.097945,131
Tuna,5,10:22:11.306741,126
Tuna,5,10:22:12.511919,131
Tuna,5,10:22:13.711562,129
Tuna,5,10:22:14.925290,125
Tuna,5,10:22:44.118605,136
Tuna,5,10:22:45.230769,137
Tuna,5,10:22:46.411082,137
Tuna,5,10:22:47.624480,143
Tuna,5,10:22:48.827984,135
Tuna,5,10:22:50.032840,141
Tuna,5,10:22:51.227662,142
Tuna,5,10:22:52.434598,141
Tuna,5,10:22:53.638103,143
Tuna,5,10:22:54.859043,141
Tuna,5,10:22:56.061459,138
Tuna,5,10:22:57.256400,135
Tuna,5,10:22:58.462526,136
Tuna,5,10:22:59.672200,138
Tuna,5,10:23:00.879310,134
Tuna,5,10:23:02.079018,138
Tuna,5,10:23:03.288472,140
Tuna,5,10:23:04.489767,137
Tuna,5,10:23:05.697371,139
Tuna,5,10:23:06.906862,142
Tuna,5,10:23:08.111144,136
Tuna,5,10:23:40.429828,146
Tuna,5,10:23:41.538262,144
Tuna,5,10:23:42.717371,146
Tuna,5,10:23:43.921821,149
Tuna,5,10:23:45.127328,147
Tuna,5,10:23:46.337366,150
Tuna,5,10:23:47.546014,154
Tuna,5,10:23:48.751744,146
Tuna,5,10:23:49.950580,146
Tuna,5,10:23:51.154482,147
Tuna,5,10:23:52.363530,149
Tuna,5,10:23:53.576550,146
Tuna,5,10:23:54.773019,148
Tuna,5,10:23:55.979159,148
Tuna,5,10:23:57.196591,144
Tuna,5,10:23:58.390862,148
Tuna,5,10:23:59.600929,146
Tuna,5,10:24:00.803135,142
Tuna,5,10:24:02.016276,145
Tuna,5,10:24:03.220010,144
Tuna,5,10:24:04.417839,144
Mackerel,6,08:51:46.955835,100
Mackerel,6,08:51:48.067692,95
Mackerel,6,08:51:49.252565,99
Mackerel,6,08:51:50.454508,98
Mackerel,6,08:51:51.662131,99
Mackerel,6,08:51:52.871455,95
Mackerel,6,08:51:54.071969,100
Mackerel,6,08:51:55.278349,100
Mackerel,6,08:51:56.477550,99
Mackerel,6,08:51:57.682294,96
Mackerel,6,08:51:58.888469,102
Mackerel,6,08:52:00.104222,99
Mackerel,6,08:52:01.302945,95
Mackerel,6,08:52:02.503238,97
Mackerel,6,08:52:03.718720,99
Mackerel,6,08:52:04.919042,101
Mackerel,6,08:52:06.133398,100
Mackerel,6,08:52:07.333523,102
Mackerel,6,08:52:08.533244,98
Mackerel,6,08:52:09.748563,102
Mackerel,6,08:52:10.948877,98
Mackerel,6,08:52:43.736651,104
Mackerel,6,08:52:44.840994,104
Mackerel,6,08:52:46.036470,102
Mackerel,6,08:52:47.239956,105
Mackerel,6,08:52:48.436312,104
Mackerel,6,08:52:49.644343,102
Mackerel,6,08:52:50.857876,108
Mackerel,6,08:52:52.060364,107
Mackerel,6,08:52:53.262087,118
Mackerel,6,08:52:54.478090,121
Mackerel,6,08:52:55.683065,121
Mackerel,6,08:52:56.887514,122
Mackerel,6,08:52:58.079763,120
Mackerel,6,08:52:59.293566,120
Mackerel,6,08:53:00.500251,120
Mackerel,6,08:53:01.699874,120
Mackerel,6,08:53:02.912587,121
Mackerel,6,08:53:04.115667,122
Mackerel,6,08:53:05.315161,122
Mackerel,6,08:53:06.528511,122
Mackerel,6,08:53:07.733859,121
Mackerel,6,08:54:50.052245,171
Mackerel,6,08:54:51.158208,168
Mackerel,6,08:54:52.339048,170
Mackerel,6,08:54:53.547793,169
Mackerel,6,08:54:54.748932,174
Mackerel,6,08:54:55.969453,174
Mackerel,6,08:54:57.170608,173
Mackerel,6,08:54:58.380381,167
Mackerel,6,08:54:59.577133,172
Mackerel,6,08:55:00.791389,173
Mackerel,6,08:55:01.989503,171
Mackerel,6,08:55:03.200753,173
Mackerel,6,08:55:04.403329,172
Mackerel,6,08:55:05.604558,171
Mackerel,6,08:55:06.809477,177
Mackerel,6,08:55:08.022717,173
Mackerel,6,08:55:09.217453,175
Mackerel,6,08:55:10.429006,173
Mackerel,6,08:55:11.633477,169
Mackerel,6,08:55:12.841209,173
Mackerel,6,08:55:14.045469,174
Mackerel,6,08:55:42.662610,105
Mackerel,6,08:55:43.775707,104
Mackerel,6,08:55:44.943386,100
Mackerel,6,08:55:46.150896,107
Mackerel,6,08:55:47.367686,103
Mackerel,6,08:55:48.566450,104
Mackerel,6,08:55:49.778269,101
Mackerel,6,08:55:50.979221,102
Mackerel,6,08:55:52.185912,100
Mackerel,6,08:55:53.389152,104
Mackerel,6,08:55:54.589608,103
Mackerel,6,08:55:55.806456,103
Mackerel,6,08:55:57.001356,104
Mackerel,6,08:55:58.207512,98
Mackerel,6,08:55:59.422350,105
Mackerel,6,08:56:00.627771,104
Mackerel,6,08:56:01.825129,105
Mackerel,6,08:56:03.039557,103
Mackerel,6,08:56:04.237739,103
Mackerel,6,08:56:05.452128,99
Mackerel,6,08:56:06.652255,102
Mackerel,6,08:56:40.571173,134
Mackerel,6,08:56:41.682854,128
Mackerel,6,08:56:42.844040,136
Mackerel,6,08:56:44.053088,129
Mackerel,6,08:56:45.251238,134
Mackerel,6,08:56:46.463703,130
Mackerel,6,08:56:47.665152,136
Mackerel,6,08:56:48.870273,138
Mackerel,6,08:56:50.078722,136
Mackerel,6,08:56:51.281120,140
Mackerel,6,08:56:52.491232,134
Mackerel,6,08:56:53.696927,140
Mackerel,6,08:56:54.903561,137
Mackerel,6,08:56:56.103412,140
Mackerel,6,08:56:57.310588,139
Mackerel,6,08:56:58.512334,139
Mackerel,6,08:56:59.721972,135
Mackerel,6,08:57:00.935324,140
Mackerel,6,08:57:02.132445,139
Mackerel,6,08:57:03.337617,140
Mackerel,6,08:57:04.544622,138
Mackerel,6,08:57:42.036102,126
Mackerel,6,08:57:43.147101,129
Mackerel,6,08:57:44.323189,123
Mackerel,6,08:57:45.522265,124
Mackerel,6,08:57:46.732781,131
Mackerel,6,08:57:47.932478,128
Mackerel,6,08:57:49.147647,126
Mackerel,6,08:57:50.352109,129
Mackerel,6,08:57:51.553992,125
Mackerel,6,08:57:52.757412,126
Mackerel,6,08:57:53.960216,127
Mackerel,6,08:57:55.178320,130
Mackerel,6,08:57:56.375992,128
Mackerel,6,08:57:57.585189,133
Mackerel,6,08:57:58.790781,132
Mackerel,6,08:57:59.997255,130
Mackerel,6,08:58:01.198569,125
Mackerel,6,08:58:02.397771,130
Mackerel,6,08:58:03.610982,130
Mackerel,6,08:58:04.811107,133
Mackerel,6,08:58:06.022582,135
Mackerel,6,09:00:25.423993,188
Mackerel,6,09:00:26.534261,187
Mackerel,6,09:00:27.687612,187
Mackerel,6,09:00:28.890739,188
Mackerel,6,09:00:30.102496,185
Mackerel,6,09:00:31.310627,189
Mackerel,6,09:00:32.519760,188
Mackerel,6,09:00:33.728367,189
Mackerel,6,09:00:34.931497,184
Mackerel,6,09:00:36.132293,184
Mackerel,6,09:00:37.345094,187
Mackerel,6,09:00:38.542848,183
Mackerel,6,09:00:39.750813,185
Mackerel,6,09:00:40.951942,185
Mackerel,6,09:00:42.154195,184
Mackerel,6,09:00:43.367736,183
Mackerel,6,09:00:44.578879,185
Mackerel,6,09:00:45.776863,187
Mackerel,6,09:00:46.986251,185
Mackerel,6,09:00:48.191550,184
Mackerel,6,09:00:49.389230,181
Mackerel,6,09:01:26.853148,158
Mackerel,6,09:01:27.963190,149
Mackerel,6,09:01:29.140551,150
Mackerel,6,09:01:30.343172,155
Mackerel,6,09:01:31.554342,155
Mackerel,6,09:01:32.765078,147
Mackerel,6,09:01:33.969638,150
Mackerel,6,09:01:35.168077,150
Mackerel,6,09:01:36.374049,151
Mackerel,6,09:01:37.574922,151
Mackerel,6,09:01:38.782188,154
Mackerel,6,09:01:39.997575,150
Mackerel,6,09:01:41.202834,147
Mackerel,6,09:01:42.409608,152
Mackerel,6,09:01:43.617365,149
Mackerel,6,09:01:44.821307,150
Mackerel,6,09:01:46.018658,150
Mackerel,6,09:01:47.231919,149
Mackerel,6,09:01:48.428847,151
Mackerel,6,09:01:49.636176,150
Mackerel,6,09:01:50.851399,153
Mackerel,6,09:02:36.724768,153
Mackerel,6,09:02:37.828804,158
Mackerel,6,09:02:39.001682,157
Mackerel,6,09:02:40.208395,159
Mackerel,6,09:02:41.415392,160
Mackerel,6,09:02:42.621190,153
Mackerel,6,09:02:43.827219,160
Mackerel,6,09:02:45.039778,161
